URL;Gibt es eine Kooperation? ;interessant?;Art des Inhalts;Art des Inhalts genau;Text des Links;Zusammenfassung;Zielgruppe;Firmensitz;Kostenmodell;Schwerpunkt;Technologie-Fokus;Sprache;Aktualität;DSGVO Text;DSGVO Ja/Nein;Provision;Wettbewerber;Relevanz KI-Coaching Bewertung;Relevanz KI-Coaching Begründung;Produktkategorie;Letzter Check;;;;
trigon.coach/coaching-selbstcoaching-und-das-zusammenspiel-mit-der-kuenstlichen-intelligenz/;;;Blog/Impulse-Artikel;;Coaching, Selbstcoaching und das Zusammenspiel mit der künstlichen Intelligenz;Artikel von Esther Narbeshuber (Trigon): erläutert, wie KI (z.B. Chatbots) Coaching und Selbstcoaching unterstützen kann (Mustererkennung, Reflexionshilfe), betont aber Beziehung/Empathie/Vertrauen als Kern des menschlichen Coachings.;Professionelle Coaches, HR/PE, Coachees mit Interesse an digitalem Selbstcoaching;"Trigon Entwicklungsberatung (AT/CH; u.a. Salzburg/Wien/Schweiz)";"Kostenloser Artikel; Trigon bietet kostenpflichtige Seminare/Zertifizierungen/Beratung";Human-centric/systemisches Coaching + KI als Unterstützung;KI-Tools/Chatbots, digitale Reflexionsplattformen, virtuelle Coaching-Settings;Deutsch;2024 (Juli);"Im Artikel nicht detailliert; als EU-Anbieter i.d.R. Datenschutzerklärung/DSGVO-Standardprozesse.";Ja;Keine;"Andere Coaching-Institute/Verbände; KI-Coaching-Plattformen als Alternative";Mittel; gute Einordnung (Mensch+KI), aber kein eigenes KI-Produkt;;;;;;
trumind.ai/;;;Produkt-/Anbieterseite;;TruMind;"KI-gestützte psychometrische Assessments aus Kommunikationsdaten; liefert Entwicklungs-/Coaching-Feedback.";Coaches, Führungskräfte, Unternehmen;nicht verfügbar;B2B (custom/vertraglich);Assessment & Coaching-Feedback;Transkript-Analyse, Psychometrik, KI-Auswertung;Englisch;nicht verfügbar;"Privacy/„Privacy by Design“ betont; Aussagen zu Nicht-Training auf Kundendaten; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Hogan, SHL, BetterUp, CoachHub;Mittel;;;;;;;
try.cai-world.com/;;;Produkt-/Trial-Landingpage (SaaS-Plattform);;CAI® World – Virtuelle Zusammenarbeit. Reale Wirkung.;CAI® World ist eine DSGVO-konforme SaaS-Plattform für Online-Coaching, digitale Führung und virtuelle Meetings. Bietet zahlreiche systemische Tools (z.B. 3D-Systembrett) für strukturierte Coaching-/Beratungsprozesse.;Coaches/Berater:innen, HR, Führungskräfte (Digital Leadership), Trainer:innen/Weiterbildung;CAI GmbH, Karlsruhe (Deutschland);"SaaS-Abo (10 Tage Test; Pläne ab ca. 29,95€/Monat, je nach Paket)";Systemisches Online-Coaching, Team-/Führungsentwicklung, digitale Tools für Coaching-Interventionen;Browser-SaaS, sichere Video/Collaboration, End-to-End-Verschlüsselung, Coaching-spezifische digitale Tools;Deutsch & Englisch;Aktiv (2024–2026);"Starker DSGVO-Fokus („Made in Germany“); Server in DE/CH; DPA verfügbar; E2E-Verschlüsselung.";Ja;Keine;"Coachingspaces, Virtuelles-Coaching.com; generische Tools wie Miro/Mural/MS Teams (weniger coaching-spezifisch)";Mittel; Plattform für Coaching (nicht zwingend KI-Coach), aber relevant als Infrastruktur für KI-unterstütztes Coaching;;;;;;
udemy.com/;;;Plattform;;Udemy;"Online-Kursplattform; KI-Coaching-Bezug über Kursinhalte (kein KI-Coaching-Tool).";Lernende, Professionals, Unternehmen (Udemy Business);nicht verfügbar;Kauf pro Kurs + Abo (Business);Learning Plattform;Video-Learning Marktplatz;Mehrsprachig;laufend;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision möglich (Udemy Affiliate);Coursera, LinkedIn Learning, Skillshare;Niedrig;;;;;;;
udemy.com/;;;Kursplattform;;Udemy (KI-Coaching Kurse);Kurse/Trainings rund um KI im Coaching (Thema/Content), nicht selbst ein KI-Coaching-Produkt.;Coaches, Lernende;nicht verfügbar;Kauf pro Kurs;Coaching-Ausbildung/Training;Video-Kurse;Mehrsprachig;laufend;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision möglich (Udemy Affiliate);Coursera, LinkedIn Learning, Skillshare;Niedrig;;;;;;;
udemy.com/;;;Plattform;;Udemy (Plattform);"Allgemeine Lernplattform; KI-Coaching-Bezug nur über Kursangebot möglich.";Lernende, Professionals;nicht verfügbar;Kauf pro Kurs + Abo (Business);Learning Plattform;Video-Learning Marktplatz;Mehrsprachig;laufend;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision möglich (Udemy Affiliate);Coursera, LinkedIn Learning, Skillshare;Niedrig;;;;;;;
udemy.com/course/coaching-und-beratung-treffen-auf-ki/?...;;;Onlinekurs;;Udemy Kurs: Coaching & Beratung treffen auf KI (systemisch + ChatGPT);Onlinekurs zur Integration von KI (ChatGPT) in systemisches Coaching/Beratung inkl. Praxisbeispiele & Ethik.;Coaches, Berater, HR/Leader, AI-Einsteiger;Udemy (USA) / global;"Einmalkauf (Lifetime Access; häufig rabattiert)";KI im Coaching (systemischer Ansatz);LLMs/ChatGPT im Coaching-Workflow;Deutsch;2026-01;"Udemy Privacy Policy vorhanden; GDPR für EU-Nutzer beschrieben.";Ja;Affiliate möglich (Udemy) – nicht verfügbar;Coursera/LinkedIn Learning Kurse, Coaching-Weiterbildungen;Hoch;;;;;;;
upcoach.com/;;;Produkt-/Anbieterseite;;upcoach;All-in-one Coaching-Plattform: Programme, Aufgaben/Habits, Kurse, Community und Client-Management.;Coaches, Coaching-Businesses;nicht verfügbar;SaaS-Abo;Coaching-Administration;Client-Portal/Workflows;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Delenta, Satori, Paperbell, CoachAccountable;Mittel;;;;;;;
urbansportsclub.com/en/b2b;;;B2B-Angebotsseite;;Urban Sports Club (B2B);Corporate Wellbeing/Fitness-Benefit mit Zugang zu Sport-/Wellness-Angeboten und Apps.;Unternehmen, Mitarbeitende;Europa (nicht verfügbar);B2B Abo/Benefit-Modell (vertraglich);Wellbeing (Fitness/Welfare);Plattform/Netzwerk;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Wellhub, ClassPass, Gympass (alt), EGYM Wellpass;Niedrig;;;;;;;
valence.co/;;;Produkt-/Anbieterseite;;Valence;Enterprise AI Coaching-Plattform (AI Coach „Nadia“) für Führungskräfte/Manager, mit vertraulichen Coaching-Interaktionen (u.a. in MS Teams).;Unternehmen (Leadership/HR), Führungskräfte & Manager;New York, NY (USA);B2B (custom/Quote);AI Leadership Coaching;AI Coach, Teams-Integration, Analytics (aggregiert);Englisch;laufend;"GDPR-konform; Daten in USA oder Irland (AWS) genannt; SOC 2 Type II/ISO 27001/ISO 42001 genannt; Aussage: keine Nutzung von Kundendaten zum Modelltraining; Arbeitgeber erhält nur aggregierte/anonymisierte Reports.";Ja;Affiliate/Provision nicht verfügbar;Hone, Torch, CoachHub, BetterUp;Hoch;;;;;;;
vandenhoeck-ruprecht-verlage.com/themen-entdecken/psychologie-psychotherapie-beratung/arbeit-und-organisation/beratung-coaching-supervision/57313/methodenzauber-im-online-coaching?...;;;Buch;;V&R Buch: Künstliche Intelligenz in der Beratung;"Buch „Künstliche Intelligenz in der Beratung“ als Kompass für systemische Praxis; Einsatzfelder, Chancen/Grenzen, Ethik.";Berater, Coaches, Therapeutische/ systemische Praxis;Göttingen, Deutschland (Vandenhoeck & Ruprecht);Einmalkauf (Buch/ggf. eBook);KI in Beratung (systemisch);Methodik/Anwendung, Ethik/DSGVO;Deutsch;2025;Datenschutz beim Verlag vorhanden (DSGVO).;Ja;Keine;Fachbücher zu KI/Coaching, Springer Titel, Junfermann;Mittel;;;;;;;
virti.com/;;;Produkt-/Anbieterseite;;Virti;AI-gestützte immersive Lernplattform (VR/AR/Video) mit Roleplay-Szenarien und Performance-Analytics.;Unternehmen, Training, Healthcare;nicht verfügbar;B2B (custom/vertraglich);Skill Training / Simulation;AI Roleplay, Virtual Humans, Analytics;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Talespin, Mursion, Rehearsal, Strivr;Mittel;;;;;;;
vivalacoaching.com/;;;Academy/Anbieterseite;;Viva la Coaching Academy;Academy für Coaches/HR: KI-Literacy & praktische Nutzung von KI fürs Coaching-Business und die Coaching-Praxis (Kurse, Masterclasses, Community).;Coaches, HR/Learning Leaders;Karlsruhe, Deutschland;Kurse (Einmalpreis) + Membership (jährlich);KI-Weiterbildung für Coaching;Tool-Integration/AI Literacy;Deutsch;nicht verfügbar;"Datenschutzerklärung/Impressum vorhanden; EU/DE-Hosting kommuniziert.";Ja;Keine;AI Coaching Institute, Udemy/LinkedIn Learning, CoachHub Academy;Hoch;;;;;;;
vivet.ai/;;;Produktseite;;Vivet AI;Generative-AI-Plattform, die Consulting-Methoden abbildet: stellt strukturierte Fragen wie ein Management Consultant und erzeugt daraus umsetzbare Business-Outputs (Methoden-Marketplace, Custom Methods).;Enterprise Teams (Strategy/PMO/HR/Finance/Operations), Wissensarbeiter;UK (ViVet Limited);"B2B Enterprise (Contact/Quote; keine öffentlichen Preise)";Consulting-Automation / Business Outputs;GenAI mit Methodenbibliothek, strukturierte Interviews, Enterprise Security;Englisch;nicht verfügbar;"UK GDPR/Datenschutz erwähnt; DPO-Kontakt genannt; Data Sovereignty/Enterprise-Ready Positionierung.";Ja;Affiliate/Provision nicht verfügbar;Notion AI, ChatGPT Enterprise, Coda AI, Perplexity;Niedrig;;;;;;;
waywardspark.com/;;;Anbieter-/Produktseite;;Wayward (Wayward Spark);"Plattform für Partnership-/Affiliate-/Creator-Marketing: verbindet Brands, Publisher und Creator; bietet Workflows und automatisierte Insights zur Performance-/Umsatzsteigerung.";E-Commerce/Brands, Partnership-/Affiliate-Teams, Publisher & Creator;Bellevue, WA (USA) + Austin, TX (USA);"B2B SaaS/Service; performance-basiert + gestaffelte monatliche Retainer (custom)";Partner-/Affiliate-/Creator-Marketing;Automatisierung/Analytics (kein KI-Coaching);Englisch;nicht verfügbar;"Privacy Policy vorhanden; GDPR-Design/Encryption; Rechte auf Auskunft/Löschung; Aussage: keine Datenverkäufe.";Ja;Provision/Fees möglich (Partnership/Affiliate) – Details programmabhängig;Impact.com, Partnerize, Awin, CJ Affiliate;Niedrig;;;;;;;
wellhub.com/;;;Unternehmensseite;;Wellhub (ehem. Gympass);Corporate Wellness-Plattform: Zugang zu Fitness-/Wellness-Partnern und Apps für Mitarbeitende.;Unternehmen, Mitarbeitende;nicht verfügbar;B2B (vertraglich/custom);Wellbeing (Fitness/Welfare);Plattform/Netzwerk;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Urban Sports Club, ClassPass, EGYM Wellpass;Niedrig;;;;;;;
woebothealth.com/;;;Produkt-/Anbieterseite;;Woebot Health;KI-Chatbot für mentale Gesundheit/Selbsthilfe (evidenzbasierte Methoden wie CBT).;"Organisationen/Partner; Endnutzer per Zugang";nicht verfügbar;B2B (vertraglich/custom);AI Mental Health / AI Coaching;Chatbot/AI, CBT-informierte Inhalte;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Youper, Cass, Wysa, Mindsera;Hoch;;;;;;;
workingcoach.com/;;;Website;;Working Coach;Domain/Angebot öffentlich nicht eindeutig auffindbar (nicht indexiert/kein klares Produkt).;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;nicht verfügbar;;;;;;;
wysa.com/;;;Produktseite;;Wysa;"KI-gestützte Mental-Health-App (Chatbot) mit Übungen (z.B. CBT/DBT, Meditation) und optional Human Coaching; auch B2B.";B2C Nutzer + B2B (Employer/Institutionen);USA/UK/Indien (global);"Freemium + Premium-Abo; B2B custom";Mental Health, Self-help;Conversational AI + Therapie-Module;Englisch;nicht verfügbar;"Privacy Policy vorhanden; GDPR/UK GDPR Compliance kommuniziert.";Ja;Keine;Youper, Woebot, Headspace, Calm;Mittel;;;;;;;
you-know.de/;;;Unternehmensseite;;youknow GmbH;B2B Anbieter für Digital Learning (E-Learning Content, LMS) inkl. AI-Authoring/Consulting („knowtion“).;HR/L&D, Compliance, B2B Training;München, Deutschland;Projektgeschäft + Software-Lizenz/Abo (Quote);E-Learning/LMS, AI-Authoring;AI-gestütztes Authoring + Lernplattform;Deutsch;nicht verfügbar;Datenschutzerklärung/Impressum vorhanden (DSGVO).;Ja;Keine;Articulate, 360Learning, Cornerstone, TalentLMS;Niedrig;;;;;;;
youper.ai/;;;Produkt-/Anbieterseite;;Youper;KI-gestützter Mental-Health-Assistant/Chatbot für Selbsthilfe (z.B. CBT/ACT/DBT).;Einzelpersonen;San Francisco, Kalifornien (USA);SaaS-Abo (App);AI Mental Health / AI Coaching;Chatbot/AI, evidenzbasierte Interventionen;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Woebot, Cass, Wysa, Mindsera;Hoch;;;;;;;
centaur.reading.ac.uk/124422/;;;Wissenschaftlicher Artikel/Repository;;Human coaches and AI coaching agents – Studie (University of Reading);"Wissenschaftlicher Artikel (2025) vergleicht Einstellungen von Workplace-Teilnehmenden nach einer Session mit Human Coach vs. AI Coaching Agent; Human Coach wird in den gemessenen Faktoren höher bewertet.";HR/L&D, Organisationsentwicklung, Coaches, Forschung;Reading (UK);Kostenlos (Repository/Academic);KI-Coaching Forschung;AI Coaching Agents vs. Human Coaching (Akzeptanz/Working Alliance);Englisch;2025;"Institutionelle Website; Datenschutzhinweise/Impressum typischerweise vorhanden (Uni/Repository).";Ja;Keine (Forschung);Ähnliche Forschung/Publikationen zu AI Coaching, Coaching Psychology;Hoch (direkter KI-Coaching-Bezug);;;;;;;
centaur.reading.ac.uk/124422/;;;Repository-Seite;;Human coaches and AI coaching agents – Studie (Duplikat);Duplikat-Link zum gleichen Repository-Eintrag (2025) über Human Coaches vs. AI Coaching Agents.;HR/L&D, Coaches, Forschung;Reading (UK);Kostenlos;KI-Coaching Forschung;AI Coaching Agents;Englisch;2025;"Institutionelle Website; Datenschutzhinweise typischerweise vorhanden.";Ja;Keine;—;Hoch;;;;;;;
centaur.reading.ac.uk/124422/;;;Repository-Seite;;Human coaches and AI coaching agents – Studie (Duplikat);Duplikat-Link zum gleichen Repository-Eintrag (2025) über Human Coaches vs. AI Coaching Agents.;HR/L&D, Coaches, Forschung;Reading (UK);Kostenlos;KI-Coaching Forschung;AI Coaching Agents;Englisch;2025;"Institutionelle Website; Datenschutzhinweise typischerweise vorhanden.";Ja;Keine;—;Hoch;;;;;;;
centaur.reading.ac.uk/124422/1/jwam-02-2025-0032en.pdf;;;PDF;;Human coaches and AI coaching agents – PDF (2025);PDF-Version des 2025er Artikels zu Workplace-Akzeptanz/Erleben von Human Coaching vs. AI Coaching Agents.;HR/L&D, Coaches, Forschung;Reading (UK);Kostenlos (PDF);KI-Coaching Forschung;AI Coaching Agents;Englisch;2025;"Institutionelles Repository; Datenschutzhinweise typischerweise vorhanden.";Ja;Keine;—;Hoch;;;;;;;
https://www.aihr.com/blog/...;;;Blogartikel;nicht erreichbar;AIHR – Blog/Guide (Link unvollständig);"Der Link ist gekürzt (…); nicht eindeutig auflösbar. Vermutlich AIHR-Blogbeitrag zu HR/AI.";HR-Professionals;nicht verfügbar;Kostenlos (Blog);HR & KI;nicht verfügbar;Englisch;nicht verfügbar;"Privacy Policy typischerweise vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;"Mittel (HR/KI; kein Coaching-Tool)";;;;;;;
aihr.com/blog/ai-agents-for-hr/;;;Blog/Guide;;AIHR: AI Agents for HR;Guide erklärt AI Agents im HR-Kontext (autonome/semi-autonome Systeme) inkl. Use Cases (Ops, Recruiting, Onboarding, L&D, Engagement) und Governance/Guardrails.;HR-Teams, HR Ops, L&D;nicht verfügbar;Kostenlos (Blog);HR Automatisierung/AI Agents;LLM/AI Agents, Tool-Use/Workflows;Englisch;2025/2026 (nicht verfügbar);"Website-Privacy Policy vorhanden (AIHR); DSGVO-Details nicht geprüft.";Ja;Keine;Ähnliche HR-Tech/AI Guides;Mittel;;;;;;;
aihr.com/blog/ai-in-employee-engagement/;;;Blog/Guide;;AIHR: AI in Employee Engagement / Employee Experience;Überblick, wie KI Employee Experience/Engagement verbessert (Predictive Analytics, Personalisierung, Continuous Feedback, Self-Service) inkl. Responsible-AI-Aspekten.;HR, People Analytics, HRBP;nicht verfügbar;Kostenlos (Blog);Employee Experience & KI;Predictive Analytics, Sentiment Analysis, Chatbots;Englisch;2025/2026 (nicht verfügbar);"Website-Privacy Policy vorhanden (AIHR); DSGVO-Details nicht geprüft.";Ja;Keine;Ähnliche HR-Engagement-Plattformen/Guides;Mittel;;;;;;;
aihr.com/blog/ai-in-employee-engagement/;;;Blog/Guide;;AIHR: AI in Employee Engagement / Employee Experience (Duplikat);Duplikat-Link zum gleichen AIHR-Guide über KI in Employee Engagement/Experience.;HR, People Analytics;nicht verfügbar;Kostenlos;Employee Experience & KI;Predictive Analytics, Sentiment Analysis;Englisch;nicht verfügbar;"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Mittel;;;;;;;
aihr.com/blog/hr-business-partner-skills/;;;Blog/Guide;;AIHR: HR Business Partner Skills;Guide zu Kernkompetenzen moderner HRBPs (u.a. Business Acumen, Data Literacy, Digital Agility, AI Fluency) und Rollenverständnis.;HRBPs, HR-Leadership;nicht verfügbar;Kostenlos (Blog);HR Kompetenzen;Data Literacy, AI Fluency (Konzept);Englisch;2025/2026 (nicht verfügbar);"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;"Niedrig (HR-Kompetenzen; kein KI-Coaching)";;;;;;;
aihr.com/blog/hr-business-partner-skills/;;;Blog/Guide;;AIHR: HR Business Partner Skills (Duplikat);Duplikat-Link zum gleichen AIHR-Guide (HRBP-Kompetenzen).;HRBPs;nicht verfügbar;Kostenlos;HR Kompetenzen;AI Fluency (Konzept);Englisch;nicht verfügbar;"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Niedrig;;;;;;;
aihr.com/blog/hrm-books/;;;Blog/Leseliste;;AIHR: HRM Books (Leseliste);Kuratiertes Verzeichnis empfohlener HR-Bücher (jährliche Liste) mit Themen wie Strategie, People Analytics, Culture, Future of Work.;HR-Professionals;nicht verfügbar;Kostenlos (Blog);HR Weiterbildung;—;Englisch;"2026 (Liste; nicht verfügbar)";"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Niedrig;;;;;;;
aihr.com/blog/hr-podcasts/;;;Blog/Leseliste;;AIHR: HR Podcasts (Liste);Kuratiertes Verzeichnis empfohlener HR-Podcasts (inkl. AIHR-Formaten) für Weiterbildung/Trends.;HR-Professionals;nicht verfügbar;Kostenlos (Blog);HR Weiterbildung;—;Englisch;2026 (nicht verfügbar);"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Niedrig;;;;;;;
aihr.com/blog/hr-trends/;;;Report/Blog;;AIHR: HR Trends (Report/Artikel);Jährlicher HR-Trends-Report/Artikel (AIHR) zu Entwicklungen wie AI-Integration, Skills Mismatch, Organizational Health und Umsetzung in HR.;HR Leadership, HRBPs, L&D;nicht verfügbar;Kostenlos (Blog/Report);HR Trends & Strategie;AI Adoption/Adaption (Konzept);Englisch;2025/2026 (nicht verfügbar);"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Mittel;;;;;;;
aihr.com/blog/hr-trends/;;;Report/Blog;;AIHR: HR Trends (Duplikat);Duplikat-Link zum AIHR HR-Trends-Artikel/Report.;HR Leadership;nicht verfügbar;Kostenlos;HR Trends & Strategie;—;Englisch;nicht verfügbar;"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Mittel;;;;;;;
aihr.com/blog/hr-trends/;;;Report/Blog;;AIHR: HR Trends (Duplikat);Duplikat-Link zum AIHR HR-Trends-Artikel/Report.;HR Leadership;nicht verfügbar;Kostenlos;HR Trends & Strategie;—;Englisch;nicht verfügbar;"Privacy Policy vorhanden (AIHR); Details nicht geprüft.";Ja;Keine;—;Mittel;;;;;;;
ainowinstitute.org/AI_Now_2018_Report.pdf;;;Report (PDF);;AI Now 2018 Report (PDF);Bericht des AI Now Institute (2018) zu Risiken/Regulierung von KI (u.a. Surveillance, Accountability, Affect Recognition) inkl. Empfehlungen.;Policy, Forschung, Tech/AI Stakeholder;nicht verfügbar;Kostenlos (PDF);AI Governance/Policy;AI Accountability, Surveillance, Affect Recognition;Englisch;2018;"Institutionelle Website; Datenschutzhinweise typischerweise vorhanden (AI Now Institute).";Ja;Keine;Ähnliche AI-Policy-Reports (OECD, EU, etc.);Niedrig (kein Coaching);;;;;;;
